seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,default_final
10,owner,60,42,married,no,freelance,90,40.0,5000.0,1600.0,2000,2550,1
2,other,60,25,single,no,freelance,45,130.0,8500.0,0.0,1100,1380,0
1,other,60,34,married,no,fixed,75,190.0,0.0,0.0,700,719,1
2,owner,60,24,married,no,fixed,60,243.0,2500.0,1980.0,1250,1451,0
2,rent,60,26,married,yes,fixed,70,98.0,0.0,0.0,1100,1240,0
0,other,24,21,single,yes,partime,35,126.0,0.0,0.0,1150,1586,1
10,owner,48,35,married,no,partime,75,55.0,4000.0,0.0,1500,1786,1
1,owner,60,49,married,no,partime,105,88.0,2000.0,0.0,850,1149,1
1,owner,60,35,single,no,partime,35,181.0,4500.0,0.0,1600,1912,1
14,owner,60,33,married,yes,fixed,90,77.0,3400.0,0.0,1500,1813,1
4,other,36,27,other,yes,fixed,35,110.0,0.0,0.0,300,550,1
17,owner,60,35,married,no,fixed,60,125.0,4000.0,0.0,1080,1428,0
4,owner,60,27,married,no,freelance,60,225.0,14500.0,1200.0,700,2273,0
2,rent,36,35,single,no,fixed,42,74.0,0.0,0.0,950,1000,0
11,owner,18,37,married,no,fixed,45,115.0,20000.0,0.0,600,1200,0
1,rent,48,64,married,no,other,74,137.0,3500.0,0.0,600,927,0
14,owner,36,34,other,no,fixed,45,202.0,6500.0,0.0,350,800,0
2,owner,48,37,married,no,fixed,75,135.0,18000.0,0.0,1000,1062,0
5,owner,48,43,married,no,freelance,45,145.0,5000.0,0.0,680,1350,0
6,rent,36,49,married,no,other,65,54.0,0.0,0.0,450,615,1
11,owner,12,51,married,no,freelance,45,80.0,6000.0,0.0,1000,1931,0
9,owner,36,24,married,no,fixed,45,140.0,9000.0,0.0,1000,1100,0
1,other,60,22,single,no,fixed,35,90.0,0.0,0.0,1250,1590,0
0,other,36,30,single,no,other,45,32.0,0.0,0.0,650,750,1
1,owner,24,33,married,no,fixed,45,130.0,3000.0,0.0,800,1465,0
17,owner,24,50,married,no,freelance,60,285.0,20000.0,700.0,500,1321,0
0,other,36,19,single,no,partime,35,75.0,0.0,0.0,1450,1473,0
5,owner,36,26,married,yes,freelance,45,150.0,7000.0,0.0,1500,2588,0
12,owner,60,28,single,yes,fixed,35,172.0,3000.0,2000.0,950,1184,0
1,rent,36,23,married,no,freelance,75,298.0,0.0,0.0,400,700,1
3,other,60,26,single,yes,fixed,35,73.0,0.0,0.0,650,1200,0
20,owner,60,51,married,no,fixed,60,165.0,3500.0,0.0,500,625,0
3,owner,36,38,married,no,freelance,90,298.0,3000.0,0.0,1200,1881,1
14,rent,60,30,married,yes,fixed,67,217.0,0.0,0.0,1800,1807,0
0,other,60,41,married,yes,fixed,105,0.0,0.0,0.0,1000,2750,1
3,owner,60,29,married,no,fixed,60,90.0,2000.0,0.0,1650,1800,0
4,other,36,28,married,no,fixed,45,100.0,0.0,0.0,1000,2343,0
0,owner,48,38,married,no,fixed,75,217.0,3500.0,0.0,1400,1689,0
7,owner,48,29,married,no,fixed,60,62.0,4000.0,0.0,984,984,1
4,rent,6,28,married,no,fixed,66,60.0,0.0,0.0,200,1566,0
16,owner,60,32,married,no,fixed,60,117.0,1100.0,80.0,1400,1833,0
2,rent,48,22,single,no,fixed,42,73.0,0.0,0.0,940,1127,1
2,other,48,30,single,no,fixed,35,86.0,0.0,0.0,900,1127,1
11,owner,48,30,married,no,fixed,75,67.0,3000.0,2040.0,1000,1093,1
30,owner,36,53,married,no,fixed,75,165.0,5000.0,0.0,900,900,0
2,owner,60,28,married,yes,fixed,75,166.0,6000.0,0.0,1500,1599,1
5,other,48,22,single,no,fixed,35,82.0,0.0,0.0,480,1910,1
1,rent,36,24,married,no,freelance,44,90.0,0.0,0.0,1050,1493,1
1,rent,60,52,other,yes,fixed,68,298.0,0.0,0.0,700,819,1
8,owner,60,34,married,no,fixed,75,145.0,3000.0,1800.0,1500,1703,0
20,rent,36,39,married,no,freelance,95,202.0,0.0,0.0,600,1461,0
4,owner,60,30,married,no,partime,45,150.0,4000.0,2500.0,1400,1763,0
5,rent,36,46,married,no,fixed,82,223.0,0.0,0.0,450,650,0
3,other,36,52,married,yes,fixed,60,298.0,0.0,0.0,400,1700,0
10,owner,60,52,married,no,fixed,60,143.0,5500.0,0.0,1300,1661,0
10,rent,60,36,married,no,fixed,85,100.0,0.0,0.0,850,1150,0
11,owner,12,25,married,no,fixed,45,124.0,2500.0,1000.0,800,1602,0
22,rent,48,46,married,no,fixed,86,110.0,0.0,0.0,1150,1528,0
0,other,48,45,married,no,freelance,75,120.0,0.0,0.0,900,964,1
25,owner,60,53,married,no,fixed,60,107.0,4000.0,0.0,800,932,0
2,other,60,22,single,no,fixed,35,83.0,0.0,0.0,1400,1430,1
0,other,36,50,married,no,partime,60,162.0,20000.0,0.0,1000,1615,0
0,owner,48,52,married,yes,other,90,245.0,3850.0,2432.0,1520,1670,1
12,owner,60,47,married,no,fixed,60,243.0,8500.0,0.0,1850,1890,0
4,rent,60,27,single,no,fixed,43,76.0,0.0,0.0,650,1070,0
12,owner,18,35,married,no,fixed,60,298.0,6000.0,0.0,200,2225,0
0,other,48,21,single,no,partime,35,106.0,5000.0,0.0,500,1131,0
22,owner,36,44,married,no,fixed,75,120.0,7000.0,0.0,650,1852,0
3,other,60,32,single,no,fixed,35,122.0,0.0,0.0,2000,2050,1
1,rent,36,34,other,no,fixed,43,80.0,0.0,0.0,700,700,0
14,owner,60,36,married,no,fixed,60,120.0,4000.0,1500.0,1500,1540,0
10,rent,48,36,married,no,fixed,80,200.0,0.0,0.0,978,1338,0
13,rent,60,36,married,no,fixed,79,191.0,4000.0,700.0,1000,1209,0
1,rent,60,24,married,no,fixed,52,67.0,0.0,0.0,800,1137,0
3,owner,36,26,single,no,freelance,35,0.0,20000.0,2500.0,800,1000,1
5,rent,12,35,married,yes,freelance,96,210.0,0.0,0.0,300,700,0
4,owner,60,42,single,no,fixed,35,110.0,2500.0,0.0,1090,1565,0
3,other,60,55,married,no,fixed,45,45.0,0.0,0.0,600,864,0
19,owner,60,49,married,no,fixed,135,150.0,3500.0,0.0,1100,1477,0
4,other,60,38,other,no,fixed,35,100.0,0.0,0.0,1300,1500,1
9,owner,60,32,married,no,fixed,75,298.0,6000.0,2500.0,700,994,0
7,owner,60,36,married,no,fixed,60,122.0,3000.0,0.0,750,850,0
26,owner,60,55,married,no,fixed,60,110.0,10000.0,0.0,1500,1527,0
2,rent,60,30,married,yes,freelance,54,90.0,2000.0,0.0,1500,1500,1
11,owner,48,29,married,no,fixed,75,76.0,15000.0,0.0,300,1336,0
4,rent,36,48,married,no,freelance,94,298.0,1000.0,0.0,525,525,0
2,owner,60,29,married,yes,fixed,60,185.0,6300.0,2300.0,2000,2675,1
5,owner,60,42,married,no,fixed,75,101.0,3500.0,0.0,1090,1190,0
3,owner,24,32,married,no,fixed,60,196.0,5000.0,300.0,800,1606,0
17,owner,36,47,married,no,fixed,75,158.0,17000.0,0.0,1000,2159,0
9,other,60,33,married,no,fixed,45,221.0,3000.0,0.0,1600,2344,0
18,owner,60,32,single,no,fixed,35,133.0,3500.0,150.0,1600,2200,0
18,owner,60,42,married,no,freelance,90,0.0,5000.0,0.0,1300,2147,0
6,owner,24,45,married,no,freelance,90,150.0,5000.0,0.0,250,450,0
12,owner,12,40,married,no,fixed,75,298.0,8000.0,0.0,500,1732,0
2,owner,36,28,married,no,partime,60,146.0,2500.0,0.0,700,1258,0
1,other,48,29,single,no,freelance,45,298.0,9000.0,0.0,2100,2450,0
8,other,24,41,other,no,fixed,60,90.0,4000.0,0.0,500,1600,0
25,owner,48,55,married,no,fixed,60,169.0,4000.0,0.0,1000,1459,0
25,owner,60,61,married,yes,freelance,45,100.0,20000.0,0.0,1060,1134,1
3,rent,18,30,married,no,freelance,54,90.0,0.0,0.0,300,425,1
2,owner,48,40,married,no,freelance,60,160.0,3000.0,800.0,1300,1521,0
3,rent,48,36,married,yes,fixed,82,222.0,0.0,0.0,1900,2100,0
18,owner,60,42,married,no,fixed,75,111.0,2500.0,0.0,1150,1640,0
1,owner,48,18,single,no,partime,45,111.0,7000.0,0.0,1100,1299,0
4,owner,36,23,married,no,fixed,75,168.0,4000.0,0.0,1100,1385,0
20,owner,60,49,married,no,freelance,90,215.0,4500.0,0.0,1000,1228,0
14,owner,60,28,married,no,freelance,75,94.0,5500.0,2500.0,1660,2419,0
0,other,36,26,single,no,fixed,35,63.0,0.0,0.0,600,994,0
8,rent,60,25,married,yes,fixed,73,280.0,0.0,0.0,600,1364,1
15,owner,48,33,married,no,fixed,75,220.0,7000.0,0.0,1300,2400,0
3,owner,60,30,married,no,fixed,45,126.0,3500.0,2400.0,1000,1120,0
20,owner,36,44,married,no,fixed,60,120.0,3000.0,0.0,350,400,0
2,other,60,25,other,no,partime,35,90.0,0.0,0.0,900,1111,1
17,owner,24,55,married,no,freelance,75,191.0,14000.0,0.0,1000,2420,0
20,rent,60,41,single,no,freelance,50,148.0,4000.0,0.0,835,1356,0
0,other,60,47,other,yes,freelance,45,0.0,0.0,0.0,1500,1600,1
2,other,24,26,single,no,fixed,35,88.0,0.0,0.0,325,450,0
11,other,60,27,married,no,fixed,60,150.0,2500.0,0.0,1100,1129,0
12,owner,60,34,married,no,fixed,60,115.0,4000.0,0.0,1650,1686,1
1,rent,60,31,other,yes,fixed,43,76.0,0.0,0.0,500,1300,1
2,owner,60,37,married,no,fixed,60,145.0,3500.0,1100.0,1250,1763,0
17,owner,60,48,married,yes,freelance,60,69.0,7000.0,0.0,1400,1813,1
13,owner,60,52,married,no,freelance,60,0.0,20000.0,0.0,1370,1714,0
3,other,36,22,single,no,fixed,35,60.0,19000.0,0.0,775,1050,0
4,other,48,25,single,no,fixed,35,73.0,0.0,0.0,700,814,1
38,owner,48,56,other,no,fixed,35,112.0,3000.0,0.0,850,960,0
12,owner,60,39,married,no,fixed,90,95.0,4000.0,250.0,1450,1686,1
15,other,48,40,single,no,fixed,35,150.0,0.0,0.0,1000,1399,0
20,owner,60,51,married,no,fixed,60,250.0,2500.0,0.0,1250,1825,0
0,other,48,27,single,yes,fixed,35,46.0,0.0,0.0,900,1216,0
2,owner,60,25,married,no,fixed,45,60.0,3000.0,0.0,1150,1163,0
4,other,60,25,single,no,partime,35,92.0,0.0,0.0,1400,1661,1
7,owner,60,36,married,no,fixed,90,120.0,6000.0,1500.0,900,1175,0
4,owner,12,32,married,no,fixed,45,231.0,13000.0,290.0,400,1198,0
2,rent,60,32,married,no,fixed,93,175.0,0.0,0.0,1650,1688,1
2,other,48,23,single,no,partime,35,160.0,3500.0,1200.0,1200,1426,0
1,other,60,22,single,no,fixed,35,109.0,0.0,0.0,1000,1466,0
0,other,48,25,married,no,fixed,60,247.0,0.0,0.0,1900,1900,1
0,other,60,34,single,no,fixed,35,140.0,3000.0,0.0,1550,1570,1
2,other,60,41,other,no,freelance,35,100.0,5000.0,0.0,1200,1450,0
8,other,48,28,single,no,fixed,35,115.0,500.0,0.0,360,363,0
1,rent,36,37,married,no,freelance,90,0.0,0.0,0.0,850,998,0
3,rent,36,34,single,no,fixed,41,63.0,20000.0,0.0,625,921,0
0,other,60,20,single,no,fixed,35,79.0,0.0,0.0,1570,1575,1
10,rent,48,38,married,no,freelance,78,298.0,0.0,0.0,700,1386,0
4,owner,48,49,single,yes,fixed,35,183.0,8000.0,0.0,1200,1531,0
2,other,24,21,single,no,freelance,35,0.0,0.0,0.0,250,355,0
0,owner,36,36,married,no,other,45,25.0,3500.0,0.0,1300,2246,1
20,owner,60,39,married,no,fixed,90,159.0,2000.0,0.0,750,790,0
10,rent,60,39,married,yes,freelance,119,292.0,13000.0,2500.0,1500,2262,1
0,rent,60,29,married,no,partime,61,160.0,0.0,0.0,1000,1055,0
21,rent,36,42,married,no,fixed,74,135.0,450.0,0.0,240,1275,0
3,rent,60,48,other,yes,fixed,47,120.0,0.0,0.0,1000,1077,1
2,owner,36,27,other,no,fixed,35,135.0,8000.0,0.0,750,1296,0
3,owner,36,43,married,no,freelance,45,0.0,3500.0,0.0,600,800,1
1,owner,60,46,married,yes,fixed,75,209.0,11000.0,0.0,1800,2015,1
19,rent,18,39,single,no,fixed,45,100.0,0.0,0.0,450,997,0
3,rent,24,22,single,no,freelance,50,148.0,0.0,0.0,700,950,1
25,other,60,64,married,yes,fixed,45,130.0,0.0,0.0,2047,2946,1
2,rent,60,28,single,no,fixed,45,101.0,0.0,0.0,1300,1333,0
3,other,36,21,single,no,partime,35,49.0,0.0,0.0,750,850,0
5,rent,30,58,married,no,fixed,80,200.0,15000.0,0.0,520,690,0
6,rent,36,41,married,yes,freelance,75,0.0,0.0,0.0,775,875,1
10,rent,36,47,single,no,partime,86,114.0,3500.0,0.0,400,872,0
17,rent,24,49,married,no,freelance,80,53.0,0.0,0.0,600,1104,0
0,owner,12,22,single,no,fixed,35,132.0,3500.0,0.0,300,509,0
0,owner,60,62,married,no,other,45,42.0,4000.0,0.0,500,827,1
2,other,36,24,single,no,fixed,35,90.0,0.0,0.0,1000,1150,1
28,owner,24,59,married,no,freelance,60,298.0,6000.0,0.0,1550,1760,0
0,rent,48,36,married,no,fixed,74,141.0,0.0,0.0,1150,1485,0
5,owner,60,36,married,no,fixed,75,141.0,4000.0,0.0,1300,1435,0
5,other,36,45,married,yes,fixed,75,68.0,0.0,0.0,2375,2875,1
12,owner,36,41,married,no,freelance,60,298.0,10000.0,0.0,1000,2100,0
4,owner,24,30,married,yes,fixed,45,165.0,3000.0,0.0,250,450,0
6,other,60,43,married,no,freelance,75,70.0,4000.0,0.0,1000,1548,0
0,rent,24,23,single,no,fixed,42,70.0,0.0,0.0,125,125,0
9,owner,48,41,other,no,fixed,35,60.0,8000.0,1000.0,1200,1538,0
9,rent,36,31,married,yes,freelance,84,241.0,10000.0,0.0,3800,5852,0
2,rent,12,47,married,yes,fixed,103,298.0,0.0,0.0,350,450,1
2,rent,60,36,other,yes,freelance,35,0.0,0.0,0.0,2000,2676,1
2,other,12,25,single,yes,freelance,35,74.0,18000.0,0.0,600,1638,0
18,owner,60,49,married,no,fixed,135,180.0,13500.0,0.0,900,994,0
16,owner,36,57,married,no,fixed,60,154.0,4000.0,130.0,700,1090,0
10,owner,60,26,married,no,fixed,60,63.0,5000.0,2500.0,1400,1432,1
11,owner,60,37,married,no,fixed,90,289.0,7000.0,250.0,1200,1599,0
14,owner,36,45,other,no,fixed,45,190.0,12000.0,0.0,2100,2758,1
4,rent,60,24,married,no,fixed,75,147.0,0.0,0.0,1300,1700,0
1,owner,60,42,married,yes,fixed,105,198.0,3500.0,250.0,1000,1245,1
2,rent,24,23,single,yes,freelance,75,298.0,0.0,0.0,750,900,1
1,rent,60,38,married,no,partime,58,130.0,0.0,0.0,1450,1593,0
2,owner,60,36,married,yes,freelance,60,140.0,20000.0,0.0,3900,4812,1
13,other,60,27,married,no,fixed,60,100.0,0.0,0.0,950,1152,0
5,owner,24,37,married,no,freelance,90,143.0,7000.0,0.0,700,900,0
1,rent,36,25,married,no,fixed,54,87.0,0.0,0.0,500,646,1
6,rent,60,23,married,no,fixed,62,171.0,0.0,0.0,1000,1209,0
20,owner,36,47,married,no,fixed,75,203.0,4000.0,0.0,1050,1258,0
9,owner,18,52,married,no,fixed,60,154.0,5500.0,0.0,500,1531,0
15,owner,12,55,married,no,fixed,45,130.0,7000.0,0.0,200,1240,0
0,other,48,28,single,no,fixed,35,90.0,3500.0,0.0,1000,1210,0
5,other,60,24,single,no,fixed,35,92.0,0.0,0.0,1030,1068,0
15,other,36,40,married,yes,freelance,75,0.0,0.0,0.0,375,375,0
4,owner,48,36,married,no,fixed,75,210.0,4000.0,0.0,1800,2628,0
4,owner,24,26,married,no,fixed,45,115.0,4000.0,0.0,500,1400,0
5,other,18,22,single,no,fixed,35,80.0,0.0,0.0,600,1132,0
2,other,60,25,single,no,fixed,35,110.0,0.0,0.0,860,959,0
4,owner,24,44,married,no,freelance,75,86.0,5000.0,0.0,900,1100,0
0,owner,60,56,married,no,other,60,117.0,3000.0,0.0,1200,1347,0
1,other,42,33,married,yes,fixed,90,138.0,3500.0,606.0,1400,1700,0
7,owner,60,42,married,no,fixed,45,88.0,4000.0,0.0,850,1033,0
11,other,12,29,married,no,fixed,60,54.0,0.0,0.0,600,1683,0
40,rent,18,62,married,no,freelance,77,166.0,10000.0,0.0,900,2040,0
10,owner,60,33,married,no,fixed,75,298.0,20000.0,0.0,1300,1804,0
3,owner,48,32,married,no,freelance,75,65.0,10500.0,1500.0,1500,2155,0
24,owner,60,54,married,no,freelance,45,109.0,17000.0,0.0,2000,3400,0
6,other,36,24,single,no,fixed,35,57.0,0.0,0.0,380,490,0
2,rent,48,36,other,no,fixed,45,99.0,0.0,0.0,750,1350,1
3,other,48,27,married,no,fixed,45,227.0,0.0,0.0,1150,1575,0
11,owner,60,29,single,no,fixed,35,57.0,1500.0,0.0,700,994,0
1,other,24,22,single,no,partime,35,80.0,0.0,0.0,150,400,0
5,rent,36,22,single,no,fixed,42,70.0,0.0,0.0,850,870,1
1,rent,48,39,married,no,fixed,86,105.0,0.0,0.0,1300,1600,0
1,other,48,24,single,yes,fixed,35,65.0,0.0,0.0,900,1061,1
20,owner,48,39,married,no,freelance,75,45.0,10000.0,0.0,2000,3650,0
7,other,48,31,single,yes,fixed,35,72.0,5500.0,0.0,1000,1051,0
3,other,36,31,married,yes,fixed,60,80.0,0.0,0.0,1450,1700,0
25,owner,48,47,married,no,freelance,60,157.0,15000.0,0.0,1990,2460,0
12,owner,36,46,married,yes,fixed,60,117.0,3000.0,0.0,825,1325,0
4,rent,36,32,married,no,fixed,55,100.0,0.0,0.0,300,500,0
0,owner,12,28,married,no,fixed,60,130.0,3000.0,2000.0,380,1308,0
15,owner,12,49,married,no,freelance,75,0.0,17000.0,0.0,700,1420,0
20,owner,12,60,married,no,freelance,60,0.0,20000.0,0.0,700,1420,0
0,other,60,31,married,yes,fixed,90,0.0,0.0,0.0,1450,1604,1
12,owner,54,35,married,no,fixed,75,113.0,3000.0,600.0,1650,1800,0
10,owner,48,44,married,no,fixed,75,298.0,12000.0,0.0,1030,1128,0
0,other,48,21,single,no,fixed,35,50.0,0.0,0.0,1000,1091,0
2,owner,48,20,single,no,freelance,35,298.0,20000.0,0.0,1500,1853,1
0,other,36,45,married,no,partime,75,87.0,1500.0,0.0,300,480,1
1,owner,60,34,married,yes,fixed,45,180.0,2500.0,300.0,1300,1817,0
1,rent,60,21,married,no,fixed,58,132.0,0.0,0.0,1275,1381,0
6,owner,36,44,married,no,fixed,75,150.0,7000.0,600.0,650,650,1
1,rent,36,34,married,no,freelance,94,189.0,15000.0,1500.0,1500,2435,0
15,rent,48,40,married,yes,fixed,88,125.0,0.0,0.0,1100,1498,0
11,other,36,29,single,no,fixed,35,64.0,0.0,0.0,600,1314,0
1,rent,36,44,married,no,fixed,105,145.0,0.0,0.0,1000,2275,0
1,rent,36,27,single,no,fixed,42,67.0,0.0,0.0,1000,1350,1
1,owner,36,27,married,no,partime,45,127.0,4500.0,2500.0,600,745,1
11,owner,48,46,married,no,freelance,75,160.0,10000.0,0.0,1150,1156,0
2,owner,60,43,married,yes,fixed,45,63.0,3000.0,0.0,1100,1683,0
1,owner,36,25,other,no,fixed,45,60.0,2000.0,0.0,525,800,0
11,rent,60,28,single,no,fixed,42,67.0,0.0,0.0,900,1399,0
3,owner,48,30,married,no,fixed,75,88.0,6000.0,400.0,1200,1796,0
1,rent,48,29,married,no,partime,77,170.0,0.0,0.0,1300,2262,1
15,rent,60,39,married,no,freelance,60,145.0,5000.0,0.0,1300,1625,0
1,other,42,24,single,yes,fixed,35,60.0,0.0,0.0,1200,1616,1
8,owner,12,29,married,no,fixed,45,92.0,6000.0,2400.0,100,1492,0
10,owner,60,55,married,no,fixed,60,195.0,4000.0,0.0,1900,2150,0
3,rent,36,27,married,no,fixed,68,80.0,0.0,0.0,325,400,0
2,owner,36,20,single,no,freelance,35,0.0,20000.0,2500.0,750,1350,1
0,other,42,24,single,no,fixed,35,42.0,0.0,0.0,800,1450,0
9,other,36,32,single,no,fixed,35,125.0,0.0,0.0,1000,1725,0
4,rent,48,38,married,no,fixed,91,161.0,5000.0,0.0,800,1008,0
0,other,24,24,single,no,partime,35,117.0,4000.0,0.0,1000,1489,0
7,owner,18,33,married,no,freelance,60,164.0,4000.0,0.0,550,1679,0
1,other,60,30,single,no,fixed,35,75.0,0.0,0.0,1000,1156,0
25,other,18,43,married,no,fixed,75,85.0,700.0,0.0,400,1205,0
6,rent,60,34,other,no,fixed,47,120.0,0.0,0.0,1100,1700,0
3,rent,48,35,other,no,fixed,59,240.0,0.0,0.0,1300,1627,0
4,owner,60,24,married,no,freelance,60,250.0,9000.0,2500.0,1250,1300,0
0,owner,60,30,married,no,other,60,78.0,3500.0,0.0,1250,1365,1
5,owner,18,28,married,no,fixed,60,102.0,2500.0,1300.0,450,1437,0
12,owner,48,49,married,yes,fixed,45,152.0,7500.0,0.0,1100,2120,1
4,owner,24,44,married,no,fixed,75,96.0,4000.0,0.0,580,923,0
9,other,60,31,single,yes,fixed,35,92.0,0.0,0.0,1000,1161,1
2,other,60,26,married,no,fixed,45,199.0,0.0,0.0,1500,1698,0
0,owner,48,43,married,no,partime,75,71.0,14000.0,0.0,1100,1660,0
13,owner,60,38,single,no,fixed,45,80.0,4000.0,0.0,1060,1274,0
2,other,42,25,married,no,fixed,60,190.0,0.0,0.0,1100,1729,0
8,owner,36,40,married,no,freelance,75,200.0,10000.0,0.0,700,800,0
14,owner,12,49,married,no,fixed,90,140.0,3000.0,500.0,400,1432,0
11,rent,48,40,married,no,fixed,59,140.0,0.0,0.0,1000,1930,1
20,owner,36,57,married,no,fixed,90,114.0,5000.0,1500.0,1000,1193,1
1,other,48,28,single,no,fixed,35,140.0,0.0,0.0,1400,1728,0
14,other,60,28,married,no,fixed,45,140.0,0.0,0.0,1150,1301,0
13,owner,48,54,married,yes,fixed,45,90.0,2500.0,0.0,1000,1198,0
0,owner,36,36,married,no,fixed,75,298.0,9500.0,700.0,1000,1690,0
1,rent,60,26,married,no,partime,61,155.0,0.0,0.0,1035,1709,0
0,owner,60,36,married,yes,freelance,75,298.0,6000.0,0.0,1650,1861,1
10,rent,60,26,married,no,fixed,78,175.0,0.0,0.0,1000,1314,0
28,other,24,44,married,no,freelance,90,180.0,0.0,0.0,450,1472,0
8,owner,36,30,married,no,fixed,60,50.0,5000.0,400.0,300,1890,0
1,owner,36,24,married,no,fixed,45,113.0,3500.0,0.0,1200,1702,0
1,rent,48,26,single,no,fixed,45,100.0,0.0,0.0,1400,1968,1
0,other,60,27,married,yes,fixed,75,0.0,0.0,0.0,1600,1786,1
1,owner,60,44,married,no,freelance,90,298.0,20000.0,2500.0,1200,1381,0
1,other,36,29,single,no,fixed,35,52.0,0.0,0.0,1000,1152,0
8,owner,60,32,married,no,fixed,75,157.0,3500.0,1800.0,1300,1590,0
10,owner,24,46,married,no,freelance,120,298.0,6000.0,2500.0,600,1080,0
4,rent,48,39,married,no,fixed,91,157.0,0.0,0.0,1300,1501,0
0,other,60,30,married,no,freelance,60,0.0,0.0,0.0,1000,1110,1
10,owner,60,27,married,no,fixed,45,120.0,5000.0,2000.0,1570,1914,1
9,rent,60,37,married,no,fixed,91,162.0,0.0,0.0,1000,1537,0
0,owner,48,26,married,no,freelance,45,0.0,16000.0,2500.0,400,1751,1
5,rent,24,29,married,no,freelance,45,298.0,0.0,0.0,800,1197,0
8,owner,36,60,married,no,freelance,45,78.0,11000.0,0.0,500,670,0
0,rent,36,26,married,no,partime,80,195.0,0.0,0.0,600,785,1
2,rent,60,33,single,no,fixed,75,298.0,0.0,0.0,1450,1457,0
0,other,36,52,married,no,freelance,45,0.0,0.0,0.0,500,1050,1
6,rent,24,28,married,no,fixed,62,166.0,0.0,0.0,500,1150,0
20,owner,48,53,married,no,fixed,60,135.0,4000.0,0.0,1170,1297,0
10,owner,60,36,married,no,fixed,75,204.0,5000.0,0.0,1400,1460,0
14,owner,36,34,married,no,fixed,75,155.0,3000.0,1000.0,400,1908,0
1,owner,36,30,married,no,fixed,45,120.0,3000.0,1100.0,1750,2245,0
3,other,60,25,single,no,fixed,35,130.0,6000.0,0.0,625,1083,0
2,owner,18,43,married,no,freelance,90,298.0,5000.0,800.0,700,1073,0
25,other,60,50,married,no,fixed,90,230.0,0.0,0.0,800,860,0
36,owner,48,58,married,no,fixed,45,100.0,5500.0,108.0,700,1291,0
11,owner,60,44,married,yes,fixed,60,130.0,3500.0,0.0,1400,1731,0
7,owner,60,23,single,no,fixed,60,145.0,4500.0,0.0,1100,1150,0
0,rent,18,34,married,yes,partime,98,81.0,0.0,0.0,300,450,0
1,owner,60,29,married,no,fixed,60,136.0,7000.0,0.0,1000,1688,0
17,owner,60,32,married,no,fixed,75,200.0,5000.0,2500.0,1550,1721,0
2,owner,36,19,single,yes,freelance,35,298.0,9000.0,0.0,500,1100,1
18,rent,42,35,married,no,fixed,76,157.0,0.0,0.0,800,1687,0
0,other,48,24,single,no,partime,45,76.0,0.0,0.0,1640,1649,0
2,owner,60,25,married,no,freelance,45,200.0,6000.0,1500.0,1600,1866,0
1,other,12,24,single,no,fixed,35,128.0,0.0,0.0,300,1056,0
2,owner,18,37,married,no,fixed,90,90.0,1500.0,0.0,400,1166,0
5,rent,48,30,other,yes,partime,39,41.0,0.0,0.0,1300,1600,1
12,owner,48,35,married,no,fixed,45,125.0,6000.0,0.0,350,1511,0
1,other,36,28,single,no,freelance,35,100.0,0.0,0.0,1950,2074,0
14,owner,60,45,married,no,fixed,120,250.0,18000.0,0.0,450,911,0
3,other,36,19,single,yes,fixed,35,47.0,0.0,0.0,500,700,1
2,other,24,30,married,no,partime,45,57.0,0.0,0.0,500,974,0
6,owner,12,36,married,yes,fixed,90,78.0,6000.0,2500.0,300,500,1
2,rent,36,29,married,no,fixed,85,100.0,0.0,0.0,2100,2300,1
13,owner,60,28,married,no,fixed,60,102.0,3500.0,0.0,1175,1375,0
0,rent,60,27,married,no,fixed,58,133.0,0.0,0.0,400,1136,0
3,other,48,22,single,no,freelance,60,104.0,5000.0,0.0,1300,1813,0
15,owner,60,40,married,yes,freelance,75,298.0,16000.0,0.0,1150,1850,0
1,other,48,26,single,no,freelance,35,298.0,0.0,0.0,1300,1561,0
8,rent,60,40,other,no,fixed,70,100.0,0.0,0.0,1300,1510,1
1,owner,60,52,single,no,fixed,35,150.0,6000.0,0.0,1580,1756,1
1,other,60,24,single,no,partime,35,115.0,0.0,0.0,1400,1420,1
0,owner,48,38,married,no,freelance,90,38.0,2800.0,0.0,1050,1238,1
1,rent,36,25,married,no,partime,67,67.0,0.0,0.0,775,850,1
3,rent,60,38,married,yes,partime,72,123.0,0.0,0.0,1030,1170,1
18,owner,60,36,married,no,fixed,45,85.0,3000.0,0.0,1500,1856,0
0,owner,60,44,other,yes,fixed,60,60.0,4000.0,2500.0,1400,1703,1
4,owner,60,33,married,no,partime,90,82.0,3500.0,1000.0,1300,1795,1
1,owner,36,36,single,no,fixed,35,298.0,18000.0,0.0,2000,2961,0
0,other,36,26,married,no,partime,60,142.0,0.0,0.0,1000,1426,0
10,owner,24,63,married,no,freelance,60,107.0,17000.0,0.0,800,1472,0
2,owner,60,40,married,no,fixed,90,161.0,8000.0,470.0,1200,1670,0
4,other,60,24,single,no,partime,35,63.0,0.0,0.0,900,1777,1
4,owner,24,22,single,no,fixed,35,79.0,4000.0,0.0,1000,1618,0
7,other,60,40,married,no,fixed,90,93.0,8000.0,0.0,1300,1588,1
11,owner,36,26,married,no,fixed,45,137.0,6000.0,0.0,1000,1264,0
4,owner,60,30,married,yes,fixed,60,74.0,1500.0,0.0,870,875,1
